x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),squared[mbe (breiman) - mbe (silverman)],squared[mbe (breiman) - parzen],squared[mbe (breiman) - sambe (breiman)],squared[mbe (breiman) - sambe (silverman)],squared[mbe (silverman) - parzen],squared[mbe (silverman) - sambe (breiman)],squared[mbe (silverman) - sambe (silverman)],squared[parzen - sambe (breiman)],squared[parzen - sambe (silverman)],squared[sambe (breiman) - sambe (silverman)]
2.430989485139383177e+01, 8.944238872320259048e+00, 1.044971355893826015e+01, 2.785042813149341424e-03, 1.547983144900000048e-05, 3.500000000000000000e+01, 2.484023360699999855e-05, 3.800000000000000000e+01, 5.840948454000000065e-06, nan, 2.027274591799999980e-05, 2.800000000000000000e+01, 3.231504738900000301e-05, 3.000000000000000000e+01, 8.761712855949102052e-11, 9.290806539130017327e-11, 2.297202910714954589e-11, 2.834244957464301609e-10, 3.609728363250062459e-10, 2.086194378916654843e-11, 5.587284107557721320e-11, 2.082767780419168265e-10, 7.008779144201681873e-10, 1.450170247184488534e-10
2.003840706355214607e+01, 1.018593130648179290e+01, 9.586260396625450042e+00, 5.871942468938112520e-04, 1.443141104999999965e-05, 3.300000000000000000e+01, 2.303989500899999857e-05, 3.800000000000000000e+01, 5.694696556999999983e-06, nan, 1.178829113600000031e-05, 3.300000000000000000e+01, 1.913446733999999834e-05, 3.800000000000000000e+01, 7.410599607236029181e-11, 7.633018013219624138e-11, 6.986082879783363843e-12, 2.211873846690855141e-11, 3.008559093392631320e-10, 1.265985897149085649e-10, 1.525236527779077659e-11, 3.713189489321818892e-11, 1.806274386995803856e-10, 5.396630482021581749e-11
2.646058136145544282e+01, 9.539388192907104269e+00, 1.142987867111031797e+01, 9.486783972435233400e-04, 1.526087593799999961e-05, 3.600000000000000000e+01, 2.457927689500000087e-05, 4.000000000000000000e+01, 5.691063124000000090e-06, nan, 1.481694505400000056e-05, 3.300000000000000000e+01, 2.396454741400000010e-05, 3.600000000000000000e+01, 8.683259639541854238e-11, 9.158131729499858474e-11, 1.970746297690206175e-13, 7.575389716213602491e-11, 3.567646194589940190e-10, 9.530312297380244971e-11, 3.778923348105302854e-13, 8.328172100030053844e-11, 3.339202280968768840e-10, 8.367862893667755896e-11
2.339539449884932765e+01, 8.311304565675275313e+00, 8.753053353485013233e+00, 9.033473038885384476e-04, 1.504381849400000024e-05, 3.400000000000000000e+01, 2.442272034000000133e-05, 3.800000000000000000e+01, 5.690500964999999988e-06, nan, 1.086651297200000011e-05, 3.300000000000000000e+01, 1.758498471899999865e-05, 3.800000000000000000e+01, 8.796379983690222223e-11, 8.748454879829868999e-11, 1.744988142413169338e-11, 6.457525783080742182e-12, 3.508960427131254092e-10, 1.837707582042175166e-10, 4.675462842269229430e-11, 2.679110029660816911e-11, 1.414787437741698806e-10, 4.513786261523721535e-11
2.058745961874997477e+01, 9.393917999284273179e+00, 1.231987597978188909e+01, 1.373701737087937086e-04, 1.447222396499999970e-05, 3.400000000000000000e+01, 2.307003848799999920e-05, 3.800000000000000000e+01, 5.714425236000000358e-06, nan, 1.134366900200000034e-05, 3.300000000000000000e+01, 1.377417442699999986e-05, 2.900000000000000000e+01, 7.392241457190971509e-11, 7.669903857767400581e-11, 9.787856156511926923e-12, 4.872731575020131911e-13, 3.012173113529979564e-10, 1.375077413221918699e-10, 8.641308864059140187e-11, 3.168838537704986200e-11, 6.495955702182514493e-11, 5.907356620954428103e-12
2.312385139677762780e+01, 1.092459706300130406e+01, 8.510166844186231927e+00, 1.375721202200759280e-03, 1.527918628499999945e-05, 3.500000000000000000e+01, 2.468168369200000008e-05, 3.900000000000000000e+01, 5.698935534000000127e-06, nan, 1.197213599500000035e-05, 3.400000000000000000e+01, 1.943002162600000063e-05, 4.100000000000000000e+01, 8.840695748864173717e-11, 9.178120445203604780e-11, 1.093658162058907873e-11, 1.722943402809459609e-11, 3.603447276300523200e-10, 1.615326026623179844e-10, 2.757995445546338373e-11, 3.935304402389061550e-11, 1.885427252659158375e-10, 5.562005808507627447e-11
2.077220430488409875e+01, 8.935104794181460974e+00, 9.747007745121875288e+00, 7.994259920410410952e-04, 1.467436721199999970e-05, 3.300000000000000000e+01, 2.359987052500000138e-05, 3.800000000000000000e+01, 5.736931544999999630e-06, nan, 1.508445792400000042e-05, 3.100000000000000000e+01, 2.313661000900000159e-05, 3.000000000000000000e+01, 7.966460939037400007e-11, 7.987775630176373021e-11, 1.681743920686675233e-13, 7.160955315537841331e-11, 3.190845890032034938e-10, 7.251225176526959854e-11, 2.146103056845860605e-13, 8.737624940610087006e-11, 3.027488106505854483e-10, 6.483715319996986332e-11
2.477380499571852468e+01, 8.595983806440425923e+00, 9.392546896023151959e+00, 1.821457330119372010e-03, 1.539760997000000098e-05, 3.500000000000000000e+01, 2.468176670400000093e-05, 3.800000000000000000e+01, 5.717993937999999963e-06, nan, 1.663869954900000126e-05, 3.200000000000000000e+01, 2.602723061099999894e-05, 3.500000000000000000e+01, 8.619556626147753963e-11, 9.369496652695146626e-11, 1.540303343102397877e-12, 1.129888349715732098e-10, 3.596246775204833670e-10, 6.469092925983978843e-11, 1.810273125039699324e-12, 1.192618110421269407e-10, 4.124650942399280762e-10, 8.814451550213880911e-11
2.394363554332268862e+01, 1.007910275412828227e+01, 1.050937530801719788e+01, 4.085672999679854783e-03, 1.551857264400000109e-05, 3.500000000000000000e+01, 2.521690773700000120e-05, 3.900000000000000000e+01, 5.850304623000000064e-06, nan, 1.563893378399999835e-05, 3.900000000000000000e+01, 2.485898834199999893e-05, 4.300000000000000000e+01, 9.405770357611531676e-11, 9.347540652589127444e-11, 1.448680402209893908e-14, 8.724336541144479163e-11, 3.750653161751946186e-10, 9.173758504434650309e-11, 1.281062933171676496e-13, 9.581726085157952611e-11, 3.613300567289756762e-10, 8.500940605249658326e-11
2.460494379547956356e+01, 9.568625624503711791e+00, 9.245659652991175648e+00, 3.284204413784388901e-03, 1.546821997100000096e-05, 3.500000000000000000e+01, 2.479574803900000076e-05, 3.800000000000000000e+01, 5.733210090000000404e-06, nan, 1.156263215899999950e-05, 3.500000000000000000e+01, 1.889924400499999884e-05, 4.100000000000000000e+01, 8.700277985932780284e-11, 9.477041738316765133e-11, 1.525361615724295902e-11, 1.177192592188561933e-11, 3.633803530570651548e-10, 1.751153558935082183e-10, 3.476875982297829674e-11, 3.398216165854422725e-11, 1.733444490509301779e-10, 5.382587337886751836e-11
2.265507910444809880e+01, 9.033000655854726446e+00, 9.572416822074265141e+00, 2.412153001020386246e-03, 1.534434338099999949e-05, 3.500000000000000000e+01, 2.456901692300000024e-05, 3.800000000000000000e+01, 5.814953607000000181e-06, nan, 1.483454322199999947e-05, 3.200000000000000000e+01, 2.404796511300000080e-05, 3.400000000000000000e+01, 8.509460195647483626e-11, 9.080926946481574599e-11, 2.598962021164253157e-13, 7.575303125374270176e-11, 3.517148908605368630e-10, 9.475997823546064929e-11, 2.714949887042755009e-13, 8.135299682301581604e-11, 3.324427085779283761e-10, 8.488714294155803762e-11
2.054743479533664541e+01, 9.522199251988681112e+00, 1.021099643075564778e+01, 9.189889876756399817e-04, 1.463809627400000033e-05, 3.300000000000000000e+01, 2.351256777500000051e-05, 3.800000000000000000e+01, 5.736303364000000378e-06, nan, 1.541933295299999863e-05, 3.100000000000000000e+01, 2.476280073100000053e-05, 3.200000000000000000e+01, 7.875624442206120237e-11, 7.924191701252625850e-11, 6.103307486149463602e-13, 1.025096403415956745e-10, 3.159955764097851459e-10, 6.550044988403339591e-11, 1.563082444268498090e-12, 9.376106202144945273e-11, 3.620076020564578920e-10, 8.730039011852429685e-11
2.073960330606790947e+01, 8.921034329645117111e+00, 1.055034395096825861e+01, 7.079451567685249996e-04, 1.468783074499999941e-05, 3.400000000000000000e+01, 2.358222267299999884e-05, 3.800000000000000000e+01, 5.741894216999999700e-06, nan, 1.729700207900000103e-05, 2.900000000000000000e+01, 2.770578655599999901e-05, 3.000000000000000000e+01, 7.911020776887154803e-11, 8.002978036300470550e-11, 6.807775050167347633e-12, 1.694671734971486543e-10, 3.182773194179633212e-10, 3.950399791524168499e-11, 1.700377909718203795e-11, 1.335205177024542640e-10, 4.824125666791828914e-10, 1.083427942886361264e-10
2.410389079159227776e+01, 1.015338739518647415e+01, 1.086703968402285980e+01, 3.408886459045854141e-03, 1.550754662700000087e-05, 3.500000000000000000e+01, 2.518734768600000063e-05, 3.900000000000000000e+01, 5.849973509000000254e-06, nan, 1.561822774799999925e-05, 3.900000000000000000e+01, 2.481736243400000050e-05, 4.300000000000000000e+01, 9.369854854181751727e-11, 9.326871852951625831e-11, 1.225031054581628325e-14, 8.667267036026705128e-11, 3.739340400613064660e-10, 9.156805638782915147e-11, 1.368890866975036037e-13, 9.541879087774145031e-11, 3.597618426322126660e-10, 8.462407897116834516e-11
2.627880136908660091e+01, 1.047846754235021294e+01, 8.531536348646364232e+00, 1.009570868916769048e-03, 1.511885947999999976e-05, 3.400000000000000000e+01, 2.441982253599999912e-05, 3.900000000000000000e+01, 5.686757775000000163e-06, nan, 1.570871411100000094e-05, 3.200000000000000000e+01, 2.547197908900000009e-05, 3.400000000000000000e+01, 8.650791376907684605e-11, 8.896454257346390457e-11, 3.479284857121475539e-13, 1.071870856382603261e-10, 3.509277153398200154e-10, 7.588340999210594851e-11, 1.107033412020843847e-12, 1.004396088006905646e-10, 3.914549824439597995e-10, 9.532134303064132246e-11
2.263037981811937271e+01, 9.311627860145216928e+00, 8.964441834468820147e+00, 2.055909946543284152e-03, 1.530454246500000080e-05, 3.500000000000000000e+01, 2.447465181400000124e-05, 3.800000000000000000e+01, 5.699122353999999766e-06, nan, 1.458931474700000047e-05, 3.200000000000000000e+01, 2.348119109500000016e-05, 3.400000000000000000e+01, 8.409090547261720669e-11, 9.226409550880327174e-11, 5.115506885954880032e-13, 6.685758281848087203e-11, 3.525205065033279346e-10, 9.771988892820418036e-11, 9.869642001959990610e-13, 7.903552078455508244e-11, 3.162019687096493138e-10, 7.906546498812180665e-11
2.337689493574525557e+01, 8.614395519296145665e+00, 1.006679222459617584e+01, 2.166204351076392916e-03, 1.540594501900000010e-05, 3.500000000000000000e+01, 2.471073079700000108e-05, 3.800000000000000000e+01, 5.827519301999999612e-06, nan, 7.595888251999999719e-06, 3.500000000000000000e+01, 1.238533013200000028e-05, 4.200000000000000000e+01, 8.657903837447108715e-11, 9.174623921608698936e-11, 6.099698670376250038e-11, 9.124114295566021154e-12, 3.565756763649002159e-10, 2.929178353401421275e-10, 1.519155015527824546e-10, 3.127128743324103066e-12, 4.300488288206530066e-11, 2.293875352189794082e-11
2.580165297390837509e+01, 8.173088077901116577e+00, 1.055376908651698820e+01, 8.251716396615153565e-04, 1.529264305100000034e-05, 3.600000000000000000e+01, 2.439812307599999966e-05, 3.900000000000000000e+01, 5.694268911999999727e-06, nan, 1.879550653200000112e-05, 2.900000000000000000e+01, 2.859586636899999869e-05, 3.000000000000000000e+01, 8.290976648567398671e-11, 9.212878611222400061e-11, 1.227005256652344292e-11, 1.769757506485788845e-10, 3.498341605881802092e-10, 3.138931213910248966e-11, 1.762104875392647694e-11, 1.716424271757032951e-10, 5.244831660824688859e-10, 9.604705293468261885e-11
2.697650438759119851e+01, 1.140181305304291293e+01, 1.225460489739221615e+01, 1.229476296769660458e-04, 1.493779358699999923e-05, 3.600000000000000000e+01, 2.381322531000000067e-05, 4.000000000000000000e+01, 5.633925268999999618e-06, nan, 1.320676881299999976e-05, 3.700000000000000000e+01, 2.113022261799999855e-05, 4.300000000000000000e+01, 7.877328826963477295e-11, 8.656196567868415349e-11, 2.996446768201749065e-12, 3.834617730397159355e-11, 3.304869499807026238e-10, 1.124969194227535266e-10, 7.198503445279258076e-12, 5.734795934190248418e-11, 2.401352315286243534e-10, 6.278112019996896365e-11
2.364015032837529873e+01, 1.125396149609341379e+01, 8.726653364091847109e+00, 1.428385435633858962e-03, 1.532042704699999858e-05, 3.500000000000000000e+01, 2.477122971900000086e-05, 3.900000000000000000e+01, 5.707958556000000248e-06, nan, 1.308780718700000021e-05, 3.600000000000000000e+01, 2.114691178700000128e-05, 4.100000000000000000e+01, 8.931767114508238832e-11, 9.239955049046777207e-11, 4.984591439266412583e-12, 3.394792442545289707e-11, 3.634083074340673436e-10, 1.365023620612453059e-10, 1.313568047221675322e-11, 5.446216581647257323e-11, 2.383612768690053245e-10, 6.494916695374117460e-11
3.337037110514038574e+01, 7.217384889856465691e+01, 3.596823053026820105e+01, 1.718106714130752802e-04, 6.475351349999999786e-06, 2.100000000000000000e+01, 8.930118935999999504e-06, 3.100000000000000000e+01, 4.248293535000000422e-06, nan, 4.332823734999999642e-06, 4.200000000000000000e+01, 5.976443976999999828e-06, 4.700000000000000000e+01, 6.025883901276265769e-12, 4.959786511352571061e-12, 4.590424581037588826e-12, 2.489085668337610654e-13, 2.191948908544880353e-11, 2.113512316513762969e-11, 8.724195763423650453e-12, 7.145354712039868060e-15, 2.986503950184793386e-12, 2.701487499912139327e-12
3.425648451668170935e+01, 7.063371902652498591e+01, 4.976639036483712886e+01, 1.824439505344476083e-04, 7.563104631000000024e-06, 2.700000000000000000e+01, 1.017003802700000002e-05, 3.800000000000000000e+01, 4.537645304000000413e-06, nan, 4.579921578999999585e-06, 3.800000000000000000e+01, 6.292004087999999649e-06, 4.900000000000000000e+01, 6.796101731180092818e-12, 9.153404139331290351e-12, 8.899381121740037822e-12, 1.615696590414895743e-12, 3.172384778610335229e-11, 3.124940190220014129e-11, 1.503914723203585794e-11, 1.787283427875554883e-15, 3.077774742997956137e-12, 2.931226517623735466e-12
3.322568516133979699e+01, 7.317577672830879010e+01, 4.010500020720820658e+01, 8.105069895494655164e-05, 8.777146165000000703e-06, 3.000000000000000000e+01, 1.125884323000000000e-05, 3.700000000000000000e+01, 4.557918256999999646e-06, nan, 2.969830293999999913e-06, 6.000000000000000000e+01, 3.929916718999999614e-06, 6.700000000000000000e+01, 6.158820322429610957e-12, 1.780188413964606682e-11, 3.372491762556849794e-11, 2.349563330216947746e-11, 4.490239549377505677e-11, 6.870773545317533717e-11, 5.371316380363863693e-11, 2.522023378225488331e-12, 3.943859317303654736e-13, 9.217659434692801237e-13
3.060330781187699856e+01, 7.334876811057557688e+01, 4.401989363444701553e+01, 2.556134501181810706e-05, 8.635714931000000233e-06, 2.800000000000000000e+01, 1.202801666700000029e-05, 3.800000000000000000e+01, 4.737733874000000242e-06, nan, 5.053594057000000136e-06, 1.200000000000000000e+01, 6.605294648999999641e-06, 1.100000000000000000e+01, 1.150771106806861447e-11, 1.519425632073083869e-11, 1.283158995594652491e-11, 4.122606521556961627e-12, 5.314822320191187988e-11, 4.864257074287921452e-11, 2.940591408450199756e-11, 9.976765520479342791e-14, 3.487783248318598457e-12, 2.407774727213149042e-12
3.091385880325073998e+01, 7.172385820627690123e+01, 2.729515001514266359e+01, 5.647999199603572938e-05, 3.363491174999999926e-06, 1.500000000000000000e+01, 3.624037185000000050e-06, 1.800000000000000000e+01, 2.542959736000000103e-06, nan, 1.427977653000000068e-06, 2.100000000000000000e+01, 1.531564662000000008e-06, 2.400000000000000000e+01, 6.788422332692016581e-14, 6.732718423874104508e-13, 3.746212593844844387e-12, 3.355954749032338804e-12, 1.168728450736347581e-12, 4.822677468088059779e-12, 4.378441259509986840e-12, 1.243185045411018902e-12, 1.022919995711465602e-12, 1.073026843356606880e-14
3.167081649888037376e+01, 6.926446988291365869e+01, 5.943621185649292471e+01, 4.236806038565085747e-05, 3.621362582000000178e-06, 2.100000000000000000e+01, 4.179735434000000402e-06, 2.700000000000000000e+01, 2.897164249000000203e-06, nan, 1.184647593000000014e-06, 4.800000000000000000e+01, 1.593372508000000078e-06, 6.200000000000000000e+01, 3.117802418506141345e-13, 5.244632255199788522e-13, 5.937579937617270012e-12, 4.112743740242525640e-12, 1.644988844592304710e-12, 8.970551175306045368e-12, 6.689273184987283039e-12, 2.932713297077422886e-12, 1.699872903899811422e-12, 1.670560561417572699e-13
3.632104164636026411e+01, 7.263276896986590714e+01, 5.922942026480384925e+01, 3.893875318089834343e-06, 3.450368214000000137e-06, 2.000000000000000000e+01, 3.642801678000000034e-06, 2.600000000000000000e+01, 2.823709023999999872e-06, nan, 1.035375273999999954e-06, 5.600000000000000000e+01, 1.178867190000000045e-06, 5.700000000000000000e+01, 3.703063806703925485e-14, 3.927017404114564162e-13, 5.832190900249843811e-12, 5.159716902033048769e-12, 6.709127758367639748e-13, 6.798672452276373126e-12, 6.070973161155822354e-12, 3.198137601389062198e-12, 2.705504658876482819e-12, 2.058992995735108129e-14
3.639662917793297225e+01, 6.846850009687055660e+01, 4.906044658275385473e+01, 2.986274977238119119e-05, 7.600431939000000031e-06, 2.900000000000000000e+01, 9.835362475000000243e-06, 4.000000000000000000e+01, 4.471060359999999627e-06, nan, 5.719357099000000160e-06, 4.100000000000000000e+01, 7.803977796000000506e-06, 4.900000000000000000e+01, 4.994914500745248071e-12, 9.792966479452955584e-12, 3.538442553681025088e-12, 4.143091590186464224e-14, 2.877573718099348123e-11, 1.694150025526090121e-11, 4.126523714075932339e-12, 1.558244748598035438e-12, 1.110833863519282073e-11, 4.345643450360767496e-12
3.468447867041091115e+01, 7.142699168609877347e+01, 3.731996629048619241e+01, 1.794632192288036078e-04, 7.602045207999999897e-06, 2.600000000000000000e+01, 9.185335691999999415e-06, 3.100000000000000000e+01, 4.450708487999999884e-06, nan, 4.187256291999999971e-06, 3.500000000000000000e+01, 5.626797660999999946e-06, 4.100000000000000000e+01, 2.506808756724952918e-12, 9.930923122820358530e-12, 1.166078334083645423e-11, 3.901602871929517177e-12, 2.241669476085685398e-11, 2.498079768870435338e-11, 1.266319291807335309e-11, 6.940705957722237053e-14, 1.383185742847824088e-12, 2.072279353062394041e-12
3.463994113584728041e+01, 7.109200470041609776e+01, 3.844989906909165711e+01, 2.149739399457516881e-04, 8.431581377999999876e-06, 2.900000000000000000e+01, 1.078010882100000005e-05, 3.700000000000000000e+01, 4.525396637999999779e-06, nan, 3.615002410000000177e-06, 4.600000000000000000e+01, 4.729451986000000310e-06, 5.100000000000000000e+01, 5.515581150524119153e-12, 1.525827922300886827e-11, 2.319943295497994265e-11, 1.370576203511028684e-11, 3.912142449216863009e-11, 5.133874988095329991e-11, 3.661044813493221237e-11, 8.288176503757152418e-13, 4.163858504740132230e-14, 1.241997857446580100e-12
3.353035080447823191e+01, 6.804495821072360684e+01, 4.376425531155629756e+01, 1.957306730913905104e-04, 8.890546927999999814e-06, 2.900000000000000000e+01, 1.230462858199999960e-05, 4.000000000000000000e+01, 4.809467444000000349e-06, nan, 7.444618834000000185e-06, 3.700000000000000000e+01, 1.020999296000000037e-05, 4.300000000000000000e+01, 1.165595354017937437e-11, 1.665520975472570175e-11, 2.090708053018471892e-12, 1.740937831360546561e-12, 5.617744048458544331e-11, 2.361969475065501861e-11, 4.387498388951323436e-12, 6.944022848218931265e-12, 2.916567584896706892e-11, 7.647294056750264881e-12
3.273390797790466422e+01, 6.876486427616491426e+01, 5.326385896687030197e+01, 1.296535499621056142e-04, 6.142903985999999936e-06, 2.400000000000000000e+01, 8.322682312000000165e-06, 3.400000000000000000e+01, 3.780780159999999896e-06, nan, 3.089534223999999869e-06, 4.100000000000000000e+01, 4.301111201999999972e-06, 5.600000000000000000e+01, 4.751433550499363554e-12, 5.579628969356878480e-12, 9.323066903495936288e-12, 3.392200659194470358e-12, 2.062887515834222883e-11, 2.738583891093805535e-11, 1.617303419278663387e-11, 4.778209440365161157e-13, 2.707443932688058312e-13, 1.467918773619612635e-12
3.419552792387233353e+01, 7.328850761208661879e+01, 3.564846448278362345e+01, 5.291087604126710933e-05, 6.346921349999999900e-06, 2.200000000000000000e+01, 8.296526561999999683e-06, 3.000000000000000000e+01, 4.172816851999999816e-06, nan, 2.688075229999999869e-06, 3.600000000000000000e+01, 3.523338193000000165e-06, 4.300000000000000000e+01, 3.800960482657564203e-12, 4.726730368223832357e-12, 1.338715492983905503e-11, 7.972621844494084569e-12, 1.700498177234828223e-11, 3.145472634341257424e-11, 2.278332720595687254e-11, 2.204457684099190656e-12, 4.218225284964378298e-13, 6.976642173595398742e-13
3.395893573375438024e+01, 6.863087409735589972e+01, 4.407461836241110120e+01, 2.377995293008538429e-04, 9.091429314999999615e-06, 3.200000000000000000e+01, 1.236450053799999999e-05, 4.000000000000000000e+01, 4.819020055999999848e-06, nan, 7.492453397000000087e-06, 3.700000000000000000e+01, 1.029569329999999936e-05, 4.300000000000000000e+01, 1.071299523083071754e-11, 1.825348087638892550e-11, 2.556723986343941094e-12, 1.450251745568079577e-12, 5.693427570424295223e-11, 2.373684334412627324e-11, 4.279963388001191285e-12, 7.147245828770423202e-12, 2.999394982154547984e-11, 7.858153953771445843e-12
