x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),mbe (breiman) - mbe (silverman),mbe (breiman) - parzen,mbe (breiman) - sambe (breiman),mbe (breiman) - sambe (silverman),mbe (silverman) - parzen,mbe (silverman) - sambe (breiman),mbe (silverman) - sambe (silverman),parzen - sambe (breiman),parzen - sambe (silverman),sambe (breiman) - sambe (silverman)
5.046484227709074588e+01, 4.883160824847441006e+01, 5.049768986472106036e+01, 3.790191058929312865e-03, 2.382269257097000166e-03, 2.000000000000000000e+00, 1.048800874647999983e-03, 1.000000000000000000e+00, 1.617854293720999946e-03, nan, 1.872987344378999929e-03, 1.000000000000000000e+00, 1.974208675682999868e-03, 1.000000000000000000e+00, 1.333468382449000183e-03, 7.644149633760002199e-04, 5.092819127180002372e-04, 4.080605814140002979e-04, -5.690534190729999633e-04, -8.241864697309999460e-04, -9.254078010349998853e-04, -2.551330506579999827e-04, -3.563543819619999220e-04, -1.012213313039999393e-04
4.405761059532822088e+01, 5.020576681518966211e+01, 4.954212186148140518e+01, 7.992979926884045960e-04, 8.695774268940000343e-04, 1.000000000000000000e+00, 8.568468127639999573e-04, 1.000000000000000000e+00, 1.413880926098000108e-03, nan, 2.085360007620999830e-03, 6.000000000000000000e+00, 2.242536419486000025e-03, 5.000000000000000000e+00, 1.273061413000007702e-05, -5.443034992040000734e-04, -1.215782580726999795e-03, -1.372958992591999990e-03, -5.570341133340001505e-04, -1.228513194856999981e-03, -1.385689606722000176e-03, -6.714790815229997219e-04, -8.286554933879999169e-04, -1.571764118650001950e-04
5.369087204218315890e+01, 4.949024924108979917e+01, 5.158242087268290987e+01, 1.291215614055247476e-03, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 7.672036497979999601e-04, 2.000000000000000000e+00, 7.113686141750000117e-04, 2.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, -2.163784215419999090e-04, -1.605433859189999606e-04, -4.636309961379999722e-04, -3.352257446939999638e-04, -2.793907090710000154e-04, 1.284052514440000084e-04, 1.842402870669999568e-04, 5.583503562299994838e-05
4.909309174827399147e+01, 4.813115129495234612e+01, 4.862002669147091893e+01, 1.229527809498479540e-03, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 2.113415376644999909e-03, 6.000000000000000000e+00, 1.638073389374999998e-03, 5.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, -1.562590148388999858e-03, -1.087248161118999946e-03, -4.636309961379999722e-04, -1.681437471540999859e-03, -1.206095484270999947e-03, -1.217806475403000049e-03, -7.424644881330000291e-04, 4.753419872699999119e-04
4.488118942812496215e+01, 4.932926000795210797e+01, 5.256736480277168511e+01, 1.871649630641537333e-04, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 5.323655162489999591e-04, 1.000000000000000000e+00, 4.175011031839999994e-04, 1.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, 1.845971200700009199e-05, 1.333241250720000517e-04, -4.636309961379999722e-04, -1.003876111449999628e-04, 1.447680191999999684e-05, 3.632433849930000094e-04, 4.781077980579999690e-04, 1.148644130649999597e-04
4.868577709516644347e+01, 5.102323485263156044e+01, 4.835122858309082972e+01, 1.872347264317523931e-03, 1.755167951372000028e-03, 2.000000000000000000e+00, 1.835060290458000003e-03, 2.000000000000000000e+00, 1.604965217745999914e-03, nan, 1.183362349641999900e-03, 2.000000000000000000e+00, 1.234965021837999919e-03, 2.000000000000000000e+00, -7.989233908599997422e-05, 1.502027336260001143e-04, 5.718056017300001282e-04, 5.202029295340001094e-04, 2.300950727120000885e-04, 6.516979408160001024e-04, 6.000952686200000837e-04, 4.216028681040000139e-04, 3.700001959079999951e-04, -5.160267219600001877e-05
4.515830645732614812e+01, 4.882149972934507076e+01, 4.972001804570216166e+01, 1.088108816483466948e-03, 3.627710708869000093e-03, 3.000000000000000000e+00, 4.450726241686999742e-03, 3.000000000000000000e+00, 2.311387071015000121e-03, nan, 4.830821541310000196e-03, 1.300000000000000000e+01, 4.884113690133000049e-03, 1.000000000000000000e+01, -8.230155328179996482e-04, 1.316323637853999973e-03, -1.203110832441000103e-03, -1.256402981263999956e-03, 2.139339170671999621e-03, -3.800952996230004544e-04, -4.333874484460003076e-04, -2.519434470295000075e-03, -2.572726619117999929e-03, -5.329214882299985329e-05
5.116070749357778880e+01, 4.844620066362114841e+01, 4.932774263276298399e+01, 2.478917305053366434e-03, 2.142896006359000169e-03, 2.000000000000000000e+00, 2.493691255636999986e-03, 2.000000000000000000e+00, 2.214305537864000046e-03, nan, 2.294092288259999817e-03, 3.000000000000000000e+00, 2.601648399449999795e-03, 3.000000000000000000e+00, -3.507952492779998176e-04, -7.140953150499987703e-05, -1.511962819009996482e-04, -4.587523930909996259e-04, 2.793857177729999405e-04, 1.995989673770001693e-04, -1.079571438129998083e-04, -7.978675039599977120e-05, -3.873428615859997488e-04, -3.075561111899999776e-04
4.991545331498403471e+01, 5.008754158779226628e+01, 5.056371644372441665e+01, 5.560124559518568252e-03, 2.699808430752000197e-03, 2.000000000000000000e+00, 3.359357210291999841e-03, 2.000000000000000000e+00, 2.287470045544000210e-03, nan, 5.218646810047000359e-03, 1.200000000000000000e+01, 6.122536440505000135e-03, 1.100000000000000000e+01, -6.595487795399996439e-04, 4.123383852079999870e-04, -2.518838379295000162e-03, -3.422728009752999939e-03, 1.071887164747999631e-03, -1.859289599755000518e-03, -2.763179230213000295e-03, -2.931176764503000149e-03, -3.835066394960999926e-03, -9.038896304579997765e-04
5.090741569321934179e+01, 4.952260577801624208e+01, 4.916518517666487043e+01, 4.469463959344195138e-03, 3.222636990530000113e-03, 3.000000000000000000e+00, 2.194260586775000077e-03, 1.000000000000000000e+00, 2.646485467672000155e-03, nan, 5.368595915782000023e-03, 4.000000000000000000e+00, 6.618206308908999684e-03, 4.000000000000000000e+00, 1.028376403755000036e-03, 5.761515228579999585e-04, -2.145958925251999910e-03, -3.395569318378999571e-03, -4.522248808970000776e-04, -3.174335329006999946e-03, -4.423945722133999607e-03, -2.722110448109999869e-03, -3.971720841236999963e-03, -1.249610393126999661e-03
4.798261865667214465e+01, 4.892983930947235649e+01, 4.952680142782158157e+01, 3.282752297819184137e-03, 8.582298723925000164e-03, 4.000000000000000000e+00, 1.373482274457899985e-02, 5.000000000000000000e+00, 4.397857716684000148e-03, nan, 8.452315418127999413e-03, 5.000000000000000000e+00, 1.032218344680299951e-02, 3.000000000000000000e+00, -5.152524020653999684e-03, 4.184441007241000016e-03, 1.299833057970007505e-04, -1.739884722877999348e-03, 9.336965027894999700e-03, 5.282507326451000434e-03, 3.412639297776000336e-03, -4.054457701443999265e-03, -5.924325730118999364e-03, -1.869868028675000099e-03
4.482115219300496989e+01, 4.947122655095658672e+01, 5.023350593503857908e+01, 1.250813445052012312e-03, 4.377079502672000244e-03, 4.000000000000000000e+00, 5.474897952609999834e-03, 4.000000000000000000e+00, 2.859428298684000072e-03, nan, 4.248069655189999627e-03, 8.000000000000000000e+00, 5.020759183979000076e-03, 8.000000000000000000e+00, -1.097818449937999589e-03, 1.517651203988000172e-03, 1.290098474820006169e-04, -6.436796813069998319e-04, 2.615469653925999761e-03, 1.226828297420000206e-03, 4.541387686309997576e-04, -1.388641356505999555e-03, -2.161330885295000004e-03, -7.726895287890004488e-04
4.510940495910186598e+01, 4.880592820064091342e+01, 5.060905570015301436e+01, 9.636191677827627040e-04, 3.733220063513000182e-03, 3.000000000000000000e+00, 4.640097884084999798e-03, 3.000000000000000000e+00, 2.342680649358999927e-03, nan, 3.082062426909999969e-03, 8.000000000000000000e+00, 3.632462981289000074e-03, 8.000000000000000000e+00, -9.068778205719996155e-04, 1.390539414154000255e-03, 6.511576366030002137e-04, 1.007570822240001079e-04, 2.297417234725999870e-03, 1.558035457174999829e-03, 1.007634902795999723e-03, -7.393817775510000412e-04, -1.289782331930000147e-03, -5.504005543790001058e-04
5.015583618738841665e+01, 5.016975105696279513e+01, 5.095953714197077744e+01, 4.639134732109299018e-03, 2.699324775481000069e-03, 2.000000000000000000e+00, 3.358301375601000123e-03, 2.000000000000000000e+00, 2.281468543015999825e-03, nan, 2.389082239662000152e-03, 4.000000000000000000e+00, 2.840700212207000058e-03, 4.000000000000000000e+00, -6.589766001200000542e-04, 4.178562324650002442e-04, 3.102425358189999163e-04, -1.413754367259999895e-04, 1.076832832585000298e-03, 9.692191359389999705e-04, 5.176011633940000647e-04, -1.076136966460003279e-04, -5.592316691910002337e-04, -4.516179725449999058e-04
5.341820205362990492e+01, 5.052951137828242878e+01, 4.837487782730981678e+01, 1.374079772264316570e-03, 1.267284178407999994e-03, 1.000000000000000000e+00, 1.507480901473999893e-03, 1.000000000000000000e+00, 2.060528335236999891e-03, nan, 3.438073700123999831e-03, 4.000000000000000000e+00, 4.155486306175000186e-03, 4.000000000000000000e+00, -2.401967230659998991e-04, -7.932441568289998971e-04, -2.170789521715999620e-03, -2.888202127767000409e-03, -5.530474337629999980e-04, -1.930592798649999938e-03, -2.648005404701000293e-03, -1.377545364886999940e-03, -2.094957970938000295e-03, -7.174126060510003546e-04
4.794556972717906262e+01, 4.923819099879729322e+01, 4.885396650140861396e+01, 2.797966904552860387e-03, 5.255421610411000095e-03, 3.000000000000000000e+00, 6.249712338054999941e-03, 3.000000000000000000e+00, 3.509596217663999915e-03, nan, 4.108747471891999702e-03, 1.000000000000000000e+00, 6.378617158858000159e-03, 1.000000000000000000e+00, -9.942907276439998457e-04, 1.745825392747000181e-03, 1.146674138519000394e-03, -1.123195548447000064e-03, 2.740116120391000026e-03, 2.140964866163000239e-03, -1.289048208030002182e-04, -5.991512542279997869e-04, -2.869020941194000245e-03, -2.269869686966000458e-03
4.906534240361788335e+01, 4.846657657334929326e+01, 5.007391774733714840e+01, 2.948058578214091553e-03, 1.483015934677999999e-03, 2.000000000000000000e+00, 1.606177274866000051e-03, 2.000000000000000000e+00, 1.895401050204999997e-03, nan, -2.959086369407999944e-03, 0.000000000000000000e+00, -3.375955475471000174e-03, 0.000000000000000000e+00, -1.231613401880000524e-04, -4.123851155269999975e-04, 4.442102304086000160e-03, 4.858971410148999956e-03, -2.892237753389999451e-04, 4.565263644274000429e-03, 4.982132750337000225e-03, 4.854487419612999941e-03, 5.271356525676000604e-03, 4.168691060630002297e-04
5.270247946086256263e+01, 4.797818960692820411e+01, 5.061284623573731523e+01, 1.123144205243277851e-03, 1.945217148250999971e-03, 2.000000000000000000e+00, 2.087393748917999985e-03, 2.000000000000000000e+00, 1.688382207131999910e-03, nan, 1.560670313794000012e-03, 1.000000000000000000e+00, 1.680486636263000102e-03, 1.000000000000000000e+00, -1.421766006670000144e-04, 2.568349411190000604e-04, 3.845468344569999593e-04, 2.647305119879998694e-04, 3.990115417860000749e-04, 5.267234351239999737e-04, 4.069071126549998838e-04, 1.277118933379998988e-04, 7.895570868999808936e-06, -1.198163224690000899e-04
5.446475658138680132e+01, 5.155136116060249662e+01, 5.249513047601176652e+01, 1.675383665803753292e-04, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 3.479729510990000078e-04, 1.000000000000000000e+00, 2.728935036699999851e-04, 1.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, 2.028522771570000433e-04, 2.779317245860000660e-04, -4.636309961379999722e-04, 8.400495400499998844e-05, 1.590844014340000111e-04, 5.476359501429999607e-04, 6.227153975719999833e-04, 7.507944742900002268e-05
4.946022549256294809e+01, 5.138773651572694945e+01, 4.859081030052922046e+01, 1.944014208543029618e-03, 1.755167951372000028e-03, 2.000000000000000000e+00, 2.092685113322000166e-03, 3.000000000000000000e+00, 1.604965217745999914e-03, nan, 1.694635377901000097e-03, 2.000000000000000000e+00, 1.774820506482000090e-03, 2.000000000000000000e+00, -3.375171619500001371e-04, 1.502027336260001143e-04, 6.053257347099993101e-05, -1.965255511000006151e-05, 4.877198955760002515e-04, 3.980497354210000682e-04, 3.178646068400000756e-04, -8.967016015500018332e-05, -1.698552887360001758e-04, -8.018512858099999252e-05
4.879046915908045889e+01, 5.027410528619520846e+01, 5.160882818939219163e+01, 2.611473217820794827e-03, 1.965460965251999894e-03, 2.000000000000000000e+00, 2.240002561881000113e-03, 2.000000000000000000e+00, 2.102516873850000193e-03, nan, 2.473871481999000057e-03, 2.000000000000000000e+00, 2.805988699482999879e-03, 2.000000000000000000e+00, -2.745415966290002188e-04, -1.370559085980002992e-04, -5.084105167470001629e-04, -8.405277342309999851e-04, 1.374856880309999196e-04, -2.338689201179999441e-04, -5.659861376019997663e-04, -3.713546081489998638e-04, -7.034718256329996859e-04, -3.321172174839998222e-04
5.292991710945113937e+01, 5.092990258490693378e+01, 5.046900455441073774e+01, 2.773253407682567655e-03, 4.234546161435000407e-03, 3.000000000000000000e+00, 5.562086895248999872e-03, 3.000000000000000000e+00, 2.944404369236000140e-03, nan, 5.583484446275000131e-03, 1.100000000000000000e+01, 6.118157961079000173e-03, 1.000000000000000000e+01, -1.327540733813999466e-03, 1.290141792199000267e-03, -1.348938284839999724e-03, -1.883611799643999767e-03, 2.617682526012999732e-03, -2.139755102600025827e-05, -5.560710658300003009e-04, -2.639080077038999991e-03, -3.173753591843000033e-03, -5.346735148040000427e-04
5.003150006216246481e+01, 5.016702570713665210e+01, 5.235033774752810132e+01, 1.230604211324547214e-03, 2.582510576680999929e-03, 3.000000000000000000e+00, 2.080234413688999973e-03, 2.000000000000000000e+00, 2.059870816132999827e-03, nan, 1.816627768322999969e-03, 5.000000000000000000e+00, 1.642337781960000014e-03, 4.000000000000000000e+00, 5.022761629919999561e-04, 5.226397605480001020e-04, 7.658828083579999595e-04, 9.401727947209999152e-04, 2.036359755600014587e-05, 2.636066453660000034e-04, 4.378966317289999591e-04, 2.432430478099998575e-04, 4.175330341729998132e-04, 1.742899863629999557e-04
5.120596809033410324e+01, 4.822624932390917962e+01, 5.247836569486911173e+01, 3.863605764345487284e-04, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 4.060168114729999981e-04, 2.000000000000000000e+00, 3.629482644389999757e-04, 2.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, 1.448084167830000529e-04, 1.878769638170000754e-04, -4.636309961379999722e-04, 2.596109363099999810e-05, 6.902964066500002051e-05, 4.895920897690000245e-04, 5.326606368029999927e-04, 4.306854703400002241e-05
4.618854500454280299e+01, 4.845608277254291352e+01, 5.127579781584844909e+01, 8.567728097899682651e-04, 1.891776752017999916e-03, 2.000000000000000000e+00, 2.061584716378999944e-03, 2.000000000000000000e+00, 1.583162981963000000e-03, nan, -2.067687347313999953e-03, 0.000000000000000000e+00, -2.296994371021000066e-03, 0.000000000000000000e+00, -1.698079643610000272e-04, 3.086137700549999169e-04, 3.959464099332000303e-03, 4.188771123038999983e-03, 4.784217344159999441e-04, 4.129272063693000330e-03, 4.358579087400000010e-03, 3.650850329276999953e-03, 3.880157352984000066e-03, 2.293070237070001134e-04
5.583086355694787528e+01, 4.901629414680651564e+01, 4.945564680815819969e+01, 6.420666077628069341e-04, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 2.262317353555999815e-03, 4.000000000000000000e+00, 2.341081507872000162e-03, 4.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, -1.711492125299999764e-03, -1.790256279616000111e-03, -4.636309961379999722e-04, -1.830339448451999765e-03, -1.909103602768000112e-03, -1.366708452313999955e-03, -1.445472606630000302e-03, -7.876415431600034683e-05
5.576882607944115477e+01, 5.245784581547398062e+01, 5.194846704279862593e+01, 5.670052323137136593e-05, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 5.593755105999999745e-04, 2.000000000000000000e+00, 4.401264820399999780e-04, 2.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, -8.550282343999923360e-06, 1.106987462160000731e-04, -4.636309961379999722e-04, -1.273976054959999782e-04, -8.148576935999981771e-06, 3.362333906419999940e-04, 4.554824192019999904e-04, 1.192490285599999964e-04
5.271813397482615926e+01, 5.251378684782496009e+01, 4.886656325661229516e+01, 4.518043657767874797e-04, 5.508252282560000511e-04, 1.000000000000000000e+00, 4.319779051039999962e-04, 1.000000000000000000e+00, 8.956089012419999685e-04, nan, 1.783210185272999983e-03, 3.000000000000000000e+00, 1.690003935849999960e-03, 3.000000000000000000e+00, 1.188473231520000548e-04, -3.447836729859999174e-04, -1.232384957016999932e-03, -1.139178707593999909e-03, -4.636309961379999722e-04, -1.351232280168999933e-03, -1.258026030745999909e-03, -8.876012840310000150e-04, -7.943950346079999914e-04, 9.320624942300002359e-05
4.919598988714585630e+01, 5.124665369850514196e+01, 5.105609200903515443e+01, 2.727903025072490797e-03, 3.931640114240000407e-03, 3.000000000000000000e+00, 5.237314446332999932e-03, 3.000000000000000000e+00, 2.863851098480999988e-03, nan, 3.319997455770000178e-03, 4.000000000000000000e+00, 4.242745382417000000e-03, 4.000000000000000000e+00, -1.305674332092999525e-03, 1.067789015759000419e-03, 6.116426584700002285e-04, -3.111052681769995928e-04, 2.373463347851999944e-03, 1.917316990562999753e-03, 9.945690639159999319e-04, -4.561463572890001907e-04, -1.378894283936000012e-03, -9.227479266469998213e-04
4.953496972072749571e+01, 5.121369223502011891e+01, 5.080817390120270716e+01, 3.268181435348551690e-03, 3.378998217443000048e-03, 2.000000000000000000e+00, 4.682676323232999593e-03, 2.000000000000000000e+00, 2.840189681949999850e-03, nan, -1.029971410908099919e-02, 0.000000000000000000e+00, -1.438425432185399915e-02, 0.000000000000000000e+00, -1.303678105789999545e-03, 5.388085354930001979e-04, 1.367871232652399967e-02, 1.776325253929699963e-02, 1.842486641282999743e-03, 1.498239043231399878e-02, 1.906693064508700047e-02, 1.313990379103099904e-02, 1.722444400380399726e-02, 4.084540212772999959e-03
5.112927659346689069e+01, 5.039250351074299061e+01, 4.855310718969271733e+01, 2.975404453786759541e-03, 2.944566513778999837e-03, 2.000000000000000000e+00, 3.836827492449000100e-03, 2.000000000000000000e+00, 2.338408258321999795e-03, nan, 3.072725877653999932e-03, 3.000000000000000000e+00, 3.917276854225999749e-03, 3.000000000000000000e+00, -8.922609786700002633e-04, 6.061582554570000420e-04, -1.281593638750000951e-04, -9.727103404469999125e-04, 1.498419234127000305e-03, 7.641016147950001683e-04, -8.044936177699964913e-05, -7.343176193320001370e-04, -1.578868595903999954e-03, -8.445509765719998174e-04
5.397915769006109343e+01, 4.980306987003466190e+01, 4.908589728957552012e+01, 1.970073040649089266e-03, 1.978973246548000088e-03, 2.000000000000000000e+00, 1.527417948138999918e-03, 1.000000000000000000e+00, 2.078656072225999827e-03, nan, 3.951310999178000299e-03, 6.000000000000000000e+00, 3.881839396770999946e-03, 5.000000000000000000e+00, 4.515552984090001696e-04, -9.968282567799973889e-05, -1.972337752630000211e-03, -1.902866150222999857e-03, -5.512381240869999085e-04, -2.423893051039000164e-03, -2.354421448632000244e-03, -1.872654926952000472e-03, -1.803183324545000119e-03, 6.947160240700035391e-05
4.869453934483508561e+01, 5.088478965874827509e+01, 5.243376793614729792e+01, 8.024704398239006133e-04, 1.778600362073000027e-03, 2.000000000000000000e+00, 1.900917072088999932e-03, 2.000000000000000000e+00, 1.540691201206999912e-03, nan, 1.508179494230999992e-03, 3.000000000000000000e+00, 1.615514983877000023e-03, 3.000000000000000000e+00, -1.223167100159999049e-04, 2.379091608660001151e-04, 2.704208678420000345e-04, 1.630853781960000040e-04, 3.602258708820000200e-04, 3.927375778579999394e-04, 2.854020882119999089e-04, 3.251170697599991936e-05, -7.482378267000011109e-05, -1.073354896460000305e-04
5.122238550872333462e+01, 5.070969184716480527e+01, 4.898673346226811987e+01, 3.615461718074647422e-03, 2.996776059865000150e-03, 2.000000000000000000e+00, 3.962374664740000302e-03, 2.000000000000000000e+00, 2.785128084735999897e-03, nan, 4.468623643823999882e-03, 9.000000000000000000e+00, 4.711707048538999951e-03, 8.000000000000000000e+00, -9.655986048750001514e-04, 2.116479751290002535e-04, -1.471847583958999731e-03, -1.714930988673999800e-03, 1.177246580004000405e-03, -5.062489790839995799e-04, -7.493323837989996489e-04, -1.683495559087999985e-03, -1.926578963803000054e-03, -2.430834047150000690e-04
