x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),squared[mbe (breiman) - mbe (silverman)],squared[mbe (breiman) - parzen],squared[mbe (breiman) - sambe (breiman)],squared[mbe (breiman) - sambe (silverman)],squared[mbe (silverman) - parzen],squared[mbe (silverman) - sambe (breiman)],squared[mbe (silverman) - sambe (silverman)],squared[parzen - sambe (breiman)],squared[parzen - sambe (silverman)],squared[sambe (breiman) - sambe (silverman)]
5.046484227709074588e+01, 5.070383975654414854e+01, 4.917382226941382584e+01, 3.790191058929309395e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 4.742227560996000423e-03, 2.000000000000000000e+00, 4.844409429819999946e-03, 2.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 4.556168783579613257e-06, 5.002828075415283390e-06, 5.551611309735074855e-07, 5.572986193649600622e-06, 6.065872339925436383e-06, 2.610247202012317479e-06, 2.950863693586771378e-06, 1.044113431636504591e-08
4.405761059532822088e+01, 4.935246252659285204e+01, 5.014549911036376528e+01, 7.992979926884045960e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 4.908812002450000300e-04, 1.000000000000000000e+00, 4.483009948639999926e-04, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 4.480960631640605913e-06, 4.663043644507272363e-06, 5.551611309735074855e-07, 3.574478226831823875e-06, 3.737298047717040916e-06, 6.947022097191751897e-06, 7.173294204134159156e-06, 1.813073890288144629e-09
5.369087204218315890e+01, 5.223788105953044436e+01, 4.963955178165960547e+01, 1.291215614055242922e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.908742946360000078e-03, 1.000000000000000000e+00, 1.743174033485000041e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 4.885537745594557285e-07, 7.474209933262580934e-07, 5.551611309735074855e-07, 2.235089291559602594e-07, 4.074731330985565364e-07, 1.483179733286339178e-06, 1.913871869326005116e-06, 2.741306491060935356e-08
4.909309174827399147e+01, 4.804842303136529580e+01, 4.867852440764910682e+01, 1.229527809498476287e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 4.297735336230000015e-03, 4.000000000000000000e+00, 3.333950559149000126e-03, 3.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 2.856188460023702450e-06, 5.274265628253104974e-07, 5.551611309735074855e-07, 3.671918557730722857e-06, 9.071425308777861472e-07, 1.371554196363180832e-06, 4.299358523479658448e-08, 9.288810965330726105e-07
4.488118942812496215e+01, 5.363080212363904309e+01, 4.952571520320992704e+01, 1.871649630641540585e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.576892849066999962e-03, 1.000000000000000000e+00, 1.440109404634000098e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 1.062582276839081505e-06, 1.363289200005085940e-06, 5.551611309735074855e-07, 6.474091716956805032e-07, 8.862355631352609165e-07, 2.401597254761917998e-06, 2.844255970784963827e-06, 1.870971067095556007e-08
4.868577709516644347e+01, 4.766828510095395188e+01, 5.072353630304219507e+01, 1.872347264317528919e-03, 4.122275410137999849e-03, 2.000000000000000000e+00, 3.823299111169999910e-03, 2.000000000000000000e+00, 3.126601613565000142e-03, nan, 3.093131395505000110e-03, 2.000000000000000000e+00, 2.837348103793999824e-03, 2.000000000000000000e+00, 8.938682734460288674e-08, 9.913663091820911400e-07, 1.059137402854928028e-06, 1.651038182588447727e-06, 4.853874031690686068e-07, 5.331448929994439588e-07, 9.720993889457494288e-07, 1.120255496983952279e-09, 8.366759291484217727e-08, 6.542509231851466438e-08
4.515830645732614812e+01, 4.960404572301227688e+01, 4.916667446698971844e+01, 1.088108816483467816e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 3.251788064991999877e-03, 5.000000000000000000e+00, 2.772802284738000098e-03, 4.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 4.148376296364678121e-07, 2.725573824161769524e-08, 5.551611309735074855e-07, 7.573834646550822472e-07, 1.531094516779893838e-07, 1.567164762088456327e-08, 1.251739650784357126e-07, 2.294273776855329584e-07
5.116070749357778880e+01, 4.904928451384817834e+01, 4.890129795264336110e+01, 2.478917305053379878e-03, 4.115441029140000373e-03, 1.000000000000000000e+00, 4.721590307590999881e-03, 1.000000000000000000e+00, 4.934348023081999712e-03, nan, 3.908743281774000079e-03, 1.000000000000000000e+00, 4.484448753707999911e-03, 1.000000000000000000e+00, 3.674169477666673414e-07, 6.706086647271217407e-07, 4.272395876617888040e-08, 1.361667007908526148e-07, 4.526584550094923131e-08, 6.607202873795423200e-07, 5.623611657804377663e-08, 1.051865085393448835e-06, 2.024093525832588432e-07, 3.314367904147494819e-07
4.991545331498403471e+01, 5.079721544004779332e+01, 5.006190125036375349e+01, 5.560124559518573456e-03, 7.885993466418000572e-03, 2.000000000000000000e+00, 9.359355195401999894e-03, 2.000000000000000000e+00, 5.543876322489999647e-03, nan, 9.187949557324000260e-03, 5.000000000000000000e+00, 1.017894217266399927e-02, 5.000000000000000000e+00, 2.170794784434719928e-06, 5.485512715881456259e-06, 1.695089662647231704e-06, 5.257613769475199606e-06, 1.455787902963782771e-05, 2.937989276492619665e-08, 6.717228132974610526e-07, 1.327926974083353716e-05, 2.148383543544922131e-05, 9.820663636584111447e-07
5.090741569321934179e+01, 4.881939355476935560e+01, 4.966243130833601072e+01, 4.469463959344195138e-03, 4.115441029140000373e-03, 1.000000000000000000e+00, 4.721590307590999881e-03, 1.000000000000000000e+00, 4.934348023081999712e-03, nan, 6.908115400990000148e-03, 2.000000000000000000e+00, 7.911501338730999450e-03, 2.000000000000000000e+00, 3.674169477666673414e-07, 6.706086647271217407e-07, 7.799030147187790149e-06, 1.441007387405211136e-05, 4.526584550094923131e-08, 4.780891984063507117e-06, 1.017553238658865463e-05, 3.895757662093823280e-06, 8.863441864879832553e-06, 1.006783340056384613e-06
4.798261865667214465e+01, 4.933079616152969749e+01, 4.924328211876862582e+01, 3.282752297819187173e-03, 7.810346037233999866e-03, 1.000000000000000000e+00, 1.234437594893200013e-02, 1.000000000000000000e+00, 9.364480077720000253e-03, nan, 1.377282982695099932e-02, 4.000000000000000000e+00, 1.377783794708099981e-02, 3.000000000000000000e+00, 2.055742724017217514e-05, 2.415332615797341150e-06, 3.555121294263798856e-05, 3.561095969408939476e-05, 8.879779403266323273e-06, 2.040480481627517598e-06, 2.054813300137322855e-06, 1.943354751154501109e-05, 1.947772768305066065e-05, 2.508126723651609839e-11
4.482115219300496989e+01, 5.033022726022616666e+01, 4.962610070846999832e+01, 1.250813445052010144e-03, 6.696758037874999715e-03, 2.000000000000000000e+00, 6.379615258416000342e-03, 2.000000000000000000e+00, 5.142413662133999731e-03, nan, 1.048317743529999938e-03, 2.000000000000000000e+00, 1.127353926782000094e-03, 2.000000000000000000e+00, 1.005795425629795196e-07, 2.415986438397678971e-06, 3.190487775878022924e-05, 3.101826215265959970e-05, 1.530667789842730398e-06, 2.842273319222964664e-05, 2.758624909577776020e-05, 1.676162139072993196e-05, 1.612070467844486669e-05, 6.246718263043749841e-09
4.510940495910186598e+01, 5.086133483139703060e+01, 4.915566373344956475e+01, 9.636191677827618367e-04, 6.696758037874999715e-03, 2.000000000000000000e+00, 5.023358206291000244e-03, 1.000000000000000000e+00, 5.142413662133999731e-03, nan, 1.252721952518000064e-03, 3.000000000000000000e+00, 1.527580891198999967e-03, 4.000000000000000000e+00, 2.800266996345357596e-06, 2.415986438397678971e-06, 2.963752889866916196e-05, 2.672039237371743201e-05, 1.417420156598440073e-08, 1.421769775826728375e-05, 1.222045903671183652e-05, 1.512970159585543650e-05, 1.306701596182560998e-05, 7.554743617284566379e-08
5.015583618738841665e+01, 5.135699043977579237e+01, 5.012003212349198122e+01, 4.639134732109290345e-03, 7.885993466418000572e-03, 2.000000000000000000e+00, 9.359355195401999894e-03, 2.000000000000000000e+00, 5.543876322489999647e-03, nan, 4.395421845688999782e-03, 3.000000000000000000e+00, 5.034792582148999752e-03, 3.000000000000000000e+00, 2.170794784434719928e-06, 5.485512715881456259e-06, 1.218409023943868409e-05, 8.129346482456332312e-06, 1.455787902963782771e-05, 2.464063430039292540e-05, 1.870184179594561860e-05, 1.318947685284258389e-06, 2.591662546795826079e-07, 4.087949386414027445e-07
5.341820205362990492e+01, 4.770173018286831024e+01, 5.037442108629893767e+01, 1.374079772264316570e-03, 4.151257217090999901e-03, 1.000000000000000000e+00, 4.783361367125999603e-03, 1.000000000000000000e+00, 4.977291060038999820e-03, nan, 4.256847967724000127e-03, 2.000000000000000000e+00, 4.664014568087000365e-03, 2.000000000000000000e+00, 3.995556564914694047e-07, 6.823319096954409818e-07, 1.114940661924043779e-08, 2.629201010004356101e-07, 3.760872579333056655e-08, 2.772163597498494336e-07, 1.424365844085526969e-08, 5.190382492643991858e-07, 9.814216040975117345e-08, 1.657846404511631423e-07
4.794556972717906262e+01, 4.837926388335817052e+01, 4.946131968928061440e+01, 2.797966904552855617e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 5.810571232062000310e-03, 3.000000000000000000e+00, 7.574556727077999888e-03, 4.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 1.025832542172645388e-05, 2.466957470662876656e-05, 5.551611309735074855e-07, 1.175845917688604166e-05, 2.696773164976822425e-05, 7.203692913014932528e-06, 1.978430469182643884e-05, 3.111644826626840981e-06
4.906534240361788335e+01, 5.010453548078426422e+01, 4.891570589658496715e+01, 2.948058578214070302e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 2.533144407558000129e-03, 3.000000000000000000e+00, 2.541571213463000162e-03, 3.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 5.559903026733988044e-09, 4.374228610759074605e-09, 5.551611309735074855e-07, 2.299291588929758070e-08, 2.561951007292057981e-08, 3.521914553616348568e-07, 3.422605690435062012e-07, 7.101105776054341257e-11
5.270247946086256263e+01, 5.086669545822901028e+01, 4.857036416078549479e+01, 1.123144205243279802e-03, 4.267346565350000308e-03, 1.000000000000000000e+00, 4.985406761148000049e-03, 1.000000000000000000e+00, 5.116480333321999849e-03, nan, 3.362495974658000208e-03, 1.000000000000000000e+00, 3.928298278491999633e-03, 1.000000000000000000e+00, 5.156104447894617774e-07, 7.210281559103256009e-07, 8.187545914756615428e-07, 1.149537408213451194e-07, 1.718028132245273345e-08, 2.633839420905589969e-06, 1.117478344103271633e-06, 3.076461130437962121e-06, 1.411776595420041617e-06, 3.201322470238613882e-07
5.446475658138680132e+01, 5.352864735906626947e+01, 5.109697799673146079e+01, 1.675383665803759255e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.636936265029999976e-03, 1.000000000000000000e+00, 1.494944511576000098e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 9.424000229822176539e-07, 1.238245173527043514e-06, 5.551611309735074855e-07, 5.543904281734407367e-07, 7.859988193580745241e-07, 2.219102850625903588e-06, 2.662304898471142267e-06, 2.016165804894148658e-08
4.946022549256294809e+01, 4.800710481505195304e+01, 5.098127790077071353e+01, 1.944014208543034606e-03, 4.122275410137999849e-03, 2.000000000000000000e+00, 3.823299111169999910e-03, 2.000000000000000000e+00, 3.126601613565000142e-03, nan, 5.291890700551999706e-03, 3.000000000000000000e+00, 5.374381533186999883e-03, 3.000000000000000000e+00, 8.938682734460288674e-08, 9.913663091820911400e-07, 1.367999927570225248e-06, 1.567769743376797614e-06, 4.853874031690686068e-07, 2.156761256403548414e-06, 2.405856679890122991e-06, 4.688476830224994081e-06, 5.052514567055883337e-06, 6.804737468815610452e-09
4.879046915908045889e+01, 5.227522664496659388e+01, 5.019382170662770903e+01, 2.611473217820785720e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 3.188565335479000024e-03, 3.000000000000000000e+00, 2.957941856740000080e-03, 3.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 3.373938909833437441e-07, 1.226629384839260211e-07, 5.551611309735074855e-07, 6.513379011562866484e-07, 3.322733902198513310e-07, 3.839502833435509199e-09, 2.844611357226815642e-08, 5.318718894567795971e-08
5.292991710945113937e+01, 5.066327260166241331e+01, 5.065754042363059284e+01, 2.773253407682567655e-03, 9.009103341284999469e-03, 2.000000000000000000e+00, 1.173494832886899999e-02, 2.000000000000000000e+00, 7.265613122905000172e-03, nan, 6.109568946746000290e-03, 1.000000000000000000e+00, 8.505576081923000437e-03, 1.000000000000000000e+00, 7.430230896336819982e-06, 3.039758141586737800e-06, 8.407299705114640878e-06, 2.535397009206058613e-07, 1.997495718326926963e-05, 3.164489319281454152e-05, 1.042884510934505417e-05, 1.336438137231140667e-06, 1.537508139736675017e-06, 5.740850191819095058e-06
5.003150006216246481e+01, 5.332387951871167076e+01, 5.011810501014880259e+01, 1.230604211324549382e-03, 4.059042398841999910e-03, 1.000000000000000000e+00, 4.624865507308000001e-03, 1.000000000000000000e+00, 4.866726966688999720e-03, nan, 1.581153591454010077e-01, 1.000000000000000000e+00, 1.801563518764409955e-01, 1.000000000000000000e+00, 3.201557900741269279e-07, 6.523543611381948336e-07, 2.373334872951611899e-02, 3.101026240524927535e-02, 5.849696553390697858e-08, 2.355933163726546889e-02, 3.081130270695712006e-02, 2.348514326464616608e-02, 3.072645260100154846e-02, 4.858053605697576060e-04
5.120596809033410324e+01, 5.350493837820410903e+01, 4.874576886880195303e+01, 3.863605764345500837e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.839021710012999928e-03, 1.000000000000000000e+00, 1.679500583366999892e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 5.908804031899626899e-07, 8.615711706978419247e-07, 5.551611309735074855e-07, 2.942938226323320825e-07, 4.928175806064816233e-07, 1.657862008030978194e-06, 2.094101391600113586e-06, 2.544698984640918289e-08
4.618854500454280299e+01, 5.180425057401885169e+01, 4.890828565887436241e+01, 8.567728097899690240e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 2.284019228455000123e-03, 5.000000000000000000e+00, 2.371346494946999922e-03, 5.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 1.047751749091566657e-07, 5.586731171327458952e-08, 5.551611309735074855e-07, 9.504500470693149056e-09, 1.033020407142472554e-10, 7.099450756976563605e-07, 5.704102941986896217e-07, 7.626051472964751261e-09
5.583086355694787528e+01, 4.923016833337624121e+01, 4.930441492051398455e+01, 6.420666077628040067e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.461873787824999934e-03, 1.000000000000000000e+00, 1.335067370925000028e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 1.312938711191607203e-06, 1.619617135588645682e-06, 5.551611309735074855e-07, 8.457312337757970688e-07, 1.095042711927099085e-06, 2.771318733793028376e-06, 3.209594942551678716e-06, 1.607986736701658317e-08
5.576882607944115477e+01, 5.275554851776281140e+01, 5.173795944323263285e+01, 5.670052323137136593e-05, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.327692812656999961e-03, 1.000000000000000000e+00, 1.212525573378999983e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 1.638441861825153425e-06, 1.946537253848529919e-06, 5.551611309735074855e-07, 1.110531204098417293e-06, 1.366525188429302830e-06, 3.236072873984259046e-06, 3.663687087614118395e-06, 1.326349300291610055e-08
5.271813397482615926e+01, 4.839707838540911666e+01, 5.177751572655458290e+01, 4.518043657767898649e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.704639833518000044e-03, 1.000000000000000000e+00, 1.556775311153999961e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 8.155342171526903895e-07, 1.104461964798084457e-06, 5.551611309735074855e-07, 4.581535689622737208e-07, 6.801877294101330606e-07, 2.021975303914433224e-06, 2.464354619741392998e-06, 2.186391697393388101e-08
4.919598988714585630e+01, 5.149353964229136693e+01, 5.088151728400427487e+01, 2.727903025072490797e-03, 8.742820836332999487e-03, 2.000000000000000000e+00, 1.069418191385100060e-02, 2.000000000000000000e+00, 5.801714813822999792e-03, nan, 8.221897014637999726e-03, 6.000000000000000000e+00, 1.078538053647599970e-02, 6.000000000000000000e+00, 3.807810054852214287e-06, 8.650104635644590768e-06, 2.713616280093239191e-07, 4.172050128648262876e-06, 2.393623432485639610e-05, 6.112192622876637837e-06, 8.317188768696997389e-09, 5.857281885141736622e-06, 2.483692403514644798e-05, 6.571447766734955388e-06
4.953496972072749571e+01, 5.114293049183684303e+01, 5.085821000965618310e+01, 3.268181435348551690e-03, 8.742820836332999487e-03, 2.000000000000000000e+00, 1.069418191385100060e-02, 2.000000000000000000e+00, 5.801714813822999792e-03, nan, 3.726507515397999883e-03, 3.000000000000000000e+00, 4.465113663336000432e-03, 3.000000000000000000e+00, 3.807810054852214287e-06, 8.650104635644590768e-06, 2.516339933378992550e-05, 1.829877865790997682e-05, 2.393623432485639610e-05, 4.854848652285738485e-05, 3.880129126957400820e-05, 4.306485331436386737e-06, 1.786502635483170350e-06, 5.455390417718115134e-07
5.112927659346689069e+01, 4.795378456436331760e+01, 5.027754189408589269e+01, 2.975404453786759541e-03, 7.528847823586999784e-03, 2.000000000000000000e+00, 8.818997045265999576e-03, 2.000000000000000000e+00, 5.429240004962999737e-03, nan, 3.044989039114999983e-03, 1.000000000000000000e+00, 3.664479385394000133e-03, 1.000000000000000000e+00, 1.664485014198929039e-06, 4.408352992027031950e-06, 2.010498959908671993e-05, 1.493334342610220343e-05, 1.149045279228375286e-05, 3.333916845509584060e-05, 2.656905230593231685e-05, 5.684652668147120102e-06, 3.114380044381559352e-06, 3.837682891328755294e-07
5.397915769006109343e+01, 4.870726354951569448e+01, 4.986074936968156379e+01, 1.970073040649089266e-03, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 2.565937325388999938e-03, 1.000000000000000000e+00, 2.343361805578000109e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 1.744886570117595079e-09, 6.987952634244846118e-08, 5.551611309735074855e-07, 3.401334388763621444e-08, 1.455304277000569448e-09, 3.143444440359009834e-07, 6.134645968155126656e-07, 4.953986201913677839e-08
4.869453934483508561e+01, 5.344186762296828164e+01, 5.062564076762463827e+01, 8.024704398239026733e-04, 2.607709164827999929e-03, 1.000000000000000000e+00, 2.381510256096999820e-03, 1.000000000000000000e+00, 3.126601613565000142e-03, nan, 1.348642449347999938e-03, 1.000000000000000000e+00, 1.231657988647999989e-03, 1.000000000000000000e+00, 5.116594631109531514e-08, 2.692493733562803822e-07, 1.585248994029595266e-06, 1.893516839466361252e-06, 5.551611309735074855e-07, 1.066815906218489388e-06, 1.322160236957606307e-06, 3.161138789623213911e-06, 3.590811341613580448e-06, 1.368536404526983305e-08
5.122238550872333462e+01, 4.856702472004074878e+01, 5.050182791768304469e+01, 3.615461718074640916e-03, 7.528847823586999784e-03, 2.000000000000000000e+00, 8.818997045265999576e-03, 2.000000000000000000e+00, 5.429240004962999737e-03, nan, 8.000872116030999931e-03, 3.000000000000000000e+00, 7.174188078617999877e-03, 2.000000000000000000e+00, 1.664485014198929039e-06, 4.408352992027031950e-06, 2.228069326572589834e-07, 1.257835347014760662e-07, 1.149045279228375286e-05, 6.693283998357732204e-07, 2.705396536765660715e-06, 6.613291714676059424e-06, 3.044843779752295849e-06, 6.834064977134584470e-07
