x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),squared[mbe (breiman) - mbe (silverman)],squared[mbe (breiman) - parzen],squared[mbe (breiman) - sambe (breiman)],squared[mbe (breiman) - sambe (silverman)],squared[mbe (silverman) - parzen],squared[mbe (silverman) - sambe (breiman)],squared[mbe (silverman) - sambe (silverman)],squared[parzen - sambe (breiman)],squared[parzen - sambe (silverman)],squared[sambe (breiman) - sambe (silverman)]
2.158696955534518125e+01, 1.275881302108053106e+01, 9.279242972473774387e+00, 1.373701737087937086e-04, 1.378144252799999999e-05, 3.500000000000000000e+01, 2.168631514399999924e-05, 3.900000000000000000e+01, 5.484113432999999639e-06, nan, 1.105002301600000056e-05, 3.400000000000000000e+01, 1.764468907099999966e-05, 3.900000000000000000e+01, 6.248701107518666791e-11, 6.884567011073352620e-11, 7.460652550534314630e-12, 1.492467385200144776e-11, 2.625113402839313266e-10, 1.131307102321547375e-10, 1.633474131395339660e-11, 3.097934948613124608e-11, 1.478795998475191149e-10, 4.348962037696925334e-11
2.338046938133433983e+01, 8.228279810939309158e+00, 1.109953740583177151e+01, 1.375721202200758195e-03, 1.400729602499999915e-05, 3.600000000000000000e+01, 2.191211573499999982e-05, 3.800000000000000000e+01, 5.534366092000000143e-06, nan, 1.384154153500000080e-05, 3.500000000000000000e+01, 2.152579929900000160e-05, 3.900000000000000000e+01, 6.248617464760449379e-11, 7.179054164952736898e-11, 2.747455095515955239e-14, 5.652789148114875279e-11, 2.682306833687866637e-10, 6.513416791770562423e-11, 1.492403887237407117e-13, 6.900916384078225767e-11, 2.557259360139423215e-10, 5.904781738359428703e-11
2.171760377569879807e+01, 9.699139810458353494e+00, 8.733619044508307283e+00, 7.994259920410396857e-04, 1.396783819499999923e-05, 3.500000000000000000e+01, 2.185731188400000111e-05, 3.800000000000000000e+01, 5.519971881999999947e-06, nan, 1.194817061900000048e-05, 3.500000000000000000e+01, 1.901964498799999927e-05, 4.100000000000000000e+01, 6.224379508942330013e-11, 7.136644524232021244e-11, 4.079057117545710595e-12, 2.552075187380094491e-11, 2.669086783409493584e-10, 9.819108060972581760e-11, 8.052353412654285406e-12, 4.132173900236840047e-11, 1.822411739688596498e-10, 5.000574975142393418e-11
2.454716275978859485e+01, 9.277612446720244321e+00, 8.330333953039914974e+00, 1.821457330119368974e-03, 1.414043668300000036e-05, 3.500000000000000000e+01, 2.221997600600000028e-05, 3.800000000000000000e+01, 5.455397793999999727e-06, nan, 6.991750608999999579e-06, 3.500000000000000000e+01, 1.098710664299999987e-05, 4.000000000000000000e+01, 6.527895567190329296e-11, 7.542990050344235958e-11, 5.110371258460154261e-11, 9.943490341166404420e-12, 2.810510826262650778e-10, 2.318988487418358675e-10, 1.261773541262240473e-10, 2.360379972158423834e-12, 3.059980279010490901e-11, 1.596286983842021109e-11
2.396014431046558002e+01, 1.060575274050075301e+01, 1.009406955802566408e+01, 4.085672999679859120e-03, 1.427192906099999996e-05, 3.500000000000000000e+01, 2.277877676100000106e-05, 3.900000000000000000e+01, 5.583569511000000254e-06, nan, 9.149831129000000630e-06, 3.500000000000000000e+01, 1.460888377899999972e-05, 3.700000000000000000e+01, 7.236645779099530715e-11, 7.548759167007620337e-11, 2.623588722499866998e-11, 1.135384819824593655e-13, 2.956751523704525270e-10, 1.857481590400118978e-10, 6.674715133733287998e-11, 1.271822192801998089e-11, 8.145629763616436627e-11, 2.980125583547200982e-11
2.442775986002032695e+01, 9.102933092203484122e+00, 9.487006523429959870e+00, 3.284204413784388901e-03, 1.420509104299999954e-05, 3.500000000000000000e+01, 2.235228128600000121e-05, 3.800000000000000000e+01, 5.466740383000000166e-06, nan, 1.569262565999999981e-05, 3.600000000000000000e+01, 2.446058095999999960e-05, 3.600000000000000000e+01, 6.637670885563443076e-11, 7.635877225712242157e-11, 2.212759236773337501e-12, 1.051750734376886736e-10, 2.851214915868860999e-10, 4.435101305691346792e-11, 4.444927515388499656e-12, 1.045687296983653561e-10, 3.607659798644916513e-10, 7.687704014279808358e-11
2.304899731459576628e+01, 9.491515042555242587e+00, 8.850037499739475066e+00, 2.412153001020386246e-03, 1.415671292399999936e-05, 3.500000000000000000e+01, 2.225791172200000076e-05, 3.800000000000000000e+01, 5.456556918999999668e-06, nan, 1.036441081299999955e-05, 3.500000000000000000e+01, 1.653184159099999878e-05, 4.100000000000000000e+01, 6.562942196471666227e-11, 7.569271451133755625e-11, 1.438155530109505554e-11, 5.641236184805194322e-12, 2.822855232162911307e-10, 1.414553638723838493e-10, 3.278787914513037738e-11, 2.408702984485096277e-11, 1.226619305658381282e-10, 3.803720240142167720e-11
2.155866773129382352e+01, 1.025091845669479618e+01, 9.431795950911316950e+00, 9.189889876756423669e-04, 1.399352643999999929e-05, 3.500000000000000000e+01, 2.188174279500000041e-05, 3.800000000000000000e+01, 5.530128295999999942e-06, nan, 1.240113568700000012e-05, 3.500000000000000000e+01, 1.975144272499999935e-05, 3.800000000000000000e+01, 6.222395726328950410e-11, 7.162910814386263617e-11, 2.535708310239904411e-12, 3.315359994506820256e-11, 2.673752967239070456e-10, 8.988191113626013311e-11, 4.538178388242009518e-12, 4.721074256717662664e-11, 2.022457840884835833e-10, 5.402701355287232294e-11
2.169455138836242014e+01, 1.065447294219016072e+01, 8.716886347970293158e+00, 7.079451567685269512e-04, 1.398109248400000012e-05, 3.500000000000000000e+01, 2.184664073999999847e-05, 3.800000000000000000e+01, 5.522374316999999749e-06, nan, 1.191104123300000078e-05, 3.500000000000000000e+01, 1.893400880500000166e-05, 4.100000000000000000e+01, 6.186684936746462041e-11, 7.154991302873583698e-11, 4.285112181766661889e-12, 2.453138008282818939e-11, 2.664816742490851922e-10, 9.871613756349860296e-11, 8.483424788781825564e-12, 4.081506496359296570e-11, 1.798719396397110962e-10, 4.932207351736358945e-11
2.407346188323773717e+01, 1.103108976122969764e+01, 1.018240938170748855e+01, 3.408886459045851105e-03, 1.427474689800000039e-05, 3.600000000000000000e+01, 2.274527688600000165e-05, 3.900000000000000000e+01, 5.580730667000000168e-06, nan, 1.096241413800000053e-05, 3.400000000000000000e+01, 1.746987008000000011e-05, 3.800000000000000000e+01, 7.174987827760729857e-11, 7.558591822489145121e-11, 1.097154831296921686e-11, 1.020881214815380277e-11, 2.946216469041872951e-10, 1.388358545382061317e-10, 2.782991696879113759e-11, 2.896251698203461124e-11, 1.413516359817499879e-10, 4.234698283707110502e-11
2.561135590105832449e+01, 8.253692577687381515e+00, 1.056899700566073896e+01, 1.009570868916769048e-03, 1.400851024300000063e-05, 3.600000000000000000e+01, 2.189113880299999891e-05, 3.800000000000000000e+01, 5.523147001000000246e-06, nan, 1.235177205899999960e-05, 3.500000000000000000e+01, 1.920700531500000083e-05, 3.800000000000000000e+01, 6.213583301492764699e-11, 7.200138934868475622e-11, 2.744781410323621116e-12, 2.702435101360828614e-11, 2.679111556303391660e-10, 9.099951787653314974e-11, 7.204572581403036029e-12, 4.663012018274549361e-11, 1.872479783576269452e-10, 4.699422299416837565e-11
2.303153228174225475e+01, 8.768506861551156106e+00, 9.181382953515043965e+00, 2.055909946543284152e-03, 1.410057505900000041e-05, 3.500000000000000000e+01, 2.216146049899999946e-05, 3.800000000000000000e+01, 5.546069657999999981e-06, nan, 1.046610372699999927e-05, 3.800000000000000000e+01, 1.669153983500000165e-05, 5.200000000000000000e+01, 6.497787407680398358e-11, 7.317956265573819468e-11, 1.320938186312986276e-11, 6.713098470472736776e-12, 2.760712127991866603e-10, 1.367813700243662537e-10, 2.992003207045417571e-11, 2.420673524012068830e-11, 1.242215054663964259e-10, 3.875605473479021906e-11
2.355939818367378891e+01, 1.007942978871663264e+01, 8.352229292967324525e+00, 2.166204351076389013e-03, 1.417753417499999935e-05, 3.500000000000000000e+01, 2.227937780500000036e-05, 3.800000000000000000e+01, 5.462993657999999694e-06, nan, 1.101914163799999972e-05, 3.300000000000000000e+01, 1.758320326499999994e-05, 3.800000000000000000e+01, 6.563987020497158974e-11, 7.594321642243460551e-11, 9.975443417777294475e-12, 1.159858195058143159e-11, 2.827907757794729206e-10, 1.267929185366148627e-10, 2.205405531014421582e-11, 3.087078037565808162e-11, 1.468994809176150686e-10, 4.308690504305389156e-11
2.527396103519552284e+01, 1.065854613775456095e+01, 7.827423343756711560e+00, 8.251716396615153565e-04, 1.401075471399999959e-05, 3.400000000000000000e+01, 2.231095455800000089e-05, 3.800000000000000000e+01, 5.447977980000000353e-06, nan, 6.015798690999999661e-06, 3.500000000000000000e+01, 9.582712138000000368e-06, 4.000000000000000000e+01, 6.889331745033763960e-11, 7.332114539633168079e-11, 6.391932180970399195e-11, 1.960756105486870745e-11, 2.843599790701766154e-10, 2.655321047298245428e-10, 1.620081551022874672e-10, 3.224203598405447197e-13, 1.709602655733197046e-11, 1.272287153838942713e-11
2.610470643669724922e+01, 1.268119218549880323e+01, 1.166704605658231841e+01, 1.229476296769659374e-04, 1.381629408900000023e-05, 3.600000000000000000e+01, 2.170241245999999897e-05, 3.900000000000000000e+01, 5.391096545999999898e-06, nan, 1.074472549299999985e-05, 4.000000000000000000e+01, 1.682793492800000162e-05, 4.500000000000000000e+01, 6.219086296142367719e-11, 7.098395363857324579e-11, 9.434533639933413767e-12, 9.069980543132632662e-12, 2.660590268463095811e-10, 1.200709036667616407e-10, 2.376053120997278372e-11, 2.866134290215632817e-11, 1.308012721759884277e-10, 3.700543703007304234e-11
2.374554785698641979e+01, 8.485727120713244531e+00, 1.149121993309374545e+01, 1.428385435633856360e-03, 1.402190325599999948e-05, 3.600000000000000000e+01, 2.192162635700000095e-05, 3.800000000000000000e+01, 5.538417302999999969e-06, nan, 1.209355325699999988e-05, 3.400000000000000000e+01, 1.921147578999999857e-05, 3.800000000000000000e+01, 6.240562507247307603e-11, 7.196953391474831086e-11, 3.718533718643298381e-12, 2.693166308564717050e-11, 2.684095389070675821e-10, 9.659102085894363088e-11, 7.344916095810435149e-12, 4.296980737542348815e-11, 1.869525283889226916e-10, 5.066482118578911511e-11
3.172504254749182451e+01, 7.386571073685331612e+01, 4.065862331034451671e+01, 1.718106714130755784e-04, 1.141025475999999920e-05, 3.400000000000000000e+01, 1.686702662999999986e-05, 4.500000000000000000e+01, 5.043641921000000216e-06, nan, 7.412146880999999852e-06, 4.100000000000000000e+01, 1.084299853800000061e-05, 5.200000000000000000e+01, 2.977635924122330647e-11, 4.053375904171962944e-11, 1.598486661212187384e-11, 3.217796213977116893e-13, 1.397924259770150104e-10, 8.939475106805028492e-11, 3.628891445320515368e-11, 5.609815745544600032e-12, 3.363253717114168669e-11, 1.177074309233965095e-11
3.608840380712081242e+01, 7.112692949661929731e+01, 4.223438054504779160e+01, 1.824439505344477709e-04, 1.164582889699999964e-05, 3.500000000000000000e+01, 1.733075304200000155e-05, 4.700000000000000000e+01, 5.097450006000000023e-06, nan, 8.849149334999999612e-06, 4.300000000000000000e+01, 1.304486597399999985e-05, 5.500000000000000000e+01, 3.231836253440400502e-11, 4.288126610009438469e-11, 7.821416572508512255e-12, 1.957304742820704448e-12, 1.496537031706068480e-10, 7.193760144259617369e-11, 1.836882795964965055e-11, 1.407524785521904740e-11, 6.316142056842137605e-11, 1.760403811478145975e-11
3.303320398095675614e+01, 7.564741836683229792e+01, 4.040133127556187276e+01, 8.105069895494640257e-05, 1.110953890599999957e-05, 3.400000000000000000e+01, 1.625163192000000098e-05, 4.600000000000000000e+01, 4.973042951000000131e-06, nan, 9.660414763999999638e-06, 3.700000000000000000e+01, 1.420912433800000002e-05, 4.800000000000000000e+01, 2.644112056462761986e-11, 3.765658260573135409e-11, 2.099960778927236164e-12, 9.607429850266629132e-12, 1.272065691316485049e-10, 4.344414359754874877e-11, 4.171837222527491048e-12, 2.197145451330690199e-11, 8.530519938728783838e-11, 2.069075878859926395e-11
3.427120198364648473e+01, 7.595504538003150685e+01, 3.573801162965973077e+01, 2.556134501181788683e-05, 1.033273742500000074e-05, 3.400000000000000000e+01, 1.454121085299999924e-05, 4.100000000000000000e+01, 4.837576559999999741e-06, nan, 8.188559981999999721e-06, 2.800000000000000000e+01, 8.889532531000000559e-06, 3.300000000000000000e+01, 1.771124859418205715e-11, 3.019679293222756077e-11, 4.597496907070022532e-12, 2.082840366065551777e-12, 9.416051849228558424e-11, 4.035617308881705557e-11, 3.194146785536471942e-11, 1.122908989451882915e-11, 1.641834719092256096e-11, 4.913625144515585504e-13
2.898237367170950662e+01, 7.306550155404885061e+01, 3.629025806338682969e+01, 5.647999199603533636e-05, 1.027592418399999979e-05, 3.100000000000000000e+01, 1.452438759600000054e-05, 4.100000000000000000e+01, 4.827409752000000371e-06, nan, 9.396650917000000744e-06, 3.300000000000000000e+01, 1.340982654700000061e-05, 4.600000000000000000e+01, 1.804944136310268696e-11, 2.968630951571227823e-11, 7.731214780608515846e-13, 9.821344020816988975e-12, 9.403137930702687541e-11, 2.629368344916194555e-11, 1.242246331947980277e-12, 2.087796482393055926e-11, 7.365787804309805874e-11, 1.610557863722589680e-11
3.914626985520873603e+01, 6.869202193732184014e+01, 3.763634034779552451e+01, 4.236806038565085747e-05, 1.087181141300000046e-05, 3.400000000000000000e+01, 1.577390725999999952e-05, 4.800000000000000000e+01, 4.917689329000000092e-06, nan, 8.845527026000000683e-06, 3.800000000000000000e+01, 1.254133056400000001e-05, 5.400000000000000000e+01, 2.403054369317463916e-11, 3.545156979117650889e-11, 4.105828416999964695e-12, 2.787294195555759237e-12, 1.178574677653659342e-10, 4.800245266688187865e-11, 1.044955209552227267e-11, 1.542790897397426782e-11, 5.811990567999232582e-11, 1.365896379149331251e-11
3.908087661213783548e+01, 7.468179885050193434e+01, 4.590573997960422759e+01, 3.893875318089808085e-06, 8.816470086999999799e-06, 3.200000000000000000e+01, 1.025062463900000071e-05, 4.000000000000000000e+01, 4.579261003999999927e-06, nan, 8.774168658000000226e-06, 3.800000000000000000e+01, 1.201111037100000054e-05, 4.700000000000000000e+01, 2.056799279022323113e-12, 1.795394081305769886e-11, 1.789410895442004936e-15, 1.020572654415560506e-11, 3.216436548040041908e-11, 2.179922263830673858e-12, 3.099310012575575202e-12, 1.759725022558778705e-11, 5.523238501377830852e-11, 1.047779165335937643e-11
3.586516478197914637e+01, 6.727656525578829871e+01, 4.604015573065564126e+01, 2.986274977238102856e-05, 9.997671076000000544e-06, 3.500000000000000000e+01, 1.318637435300000011e-05, 4.600000000000000000e+01, 4.756314595999999683e-06, nan, 8.697056817999999976e-06, 4.200000000000000000e+01, 1.269847550999999994e-05, 5.900000000000000000e+01, 1.016782858875053663e-11, 2.747181775043799928e-11, 1.691597448112891965e-12, 7.294344590714056334e-12, 7.106590750659089699e-11, 2.015397193005847834e-11, 2.380452810007388187e-13, 1.552944926025349884e-11, 6.307791998386931070e-11, 1.601135154868699105e-11
3.215249892719062785e+01, 7.253758993368617780e+01, 4.299547373624146474e+01, 1.794632192288034723e-04, 1.137188399799999925e-05, 3.400000000000000000e+01, 1.678595031700000166e-05, 4.500000000000000000e+01, 5.034922728999999612e-06, nan, 1.109987435599999996e-05, 3.400000000000000000e+01, 1.627930482800000114e-05, 4.600000000000000000e+01, 2.931211410653023787e-11, 4.015707812480608361e-11, 7.398924534096778309e-14, 2.408277920271790632e-11, 1.380866493739371637e-10, 3.233145983426209474e-11, 2.566896515240496730e-13, 3.678363823784995067e-11, 1.264361287883116985e-10, 2.682650001428215382e-11
3.250981504551823065e+01, 7.194188947441567450e+01, 4.291627355555306877e+01, 2.149739399457511189e-04, 1.149018063499999986e-05, 3.400000000000000000e+01, 1.702910230699999846e-05, 4.500000000000000000e+01, 5.062972366000000403e-06, nan, 1.123258018500000026e-05, 3.400000000000000000e+01, 1.655095215000000072e-05, 4.600000000000000000e+01, 3.067965328855125923e-11, 4.130900613310196721e-11, 6.635799184020229173e-14, 2.561140832703540438e-11, 1.431882657648965996e-10, 3.359966871083536002e-11, 2.286275726391224979e-13, 3.806406064026593772e-11, 1.319736795175926764e-10, 2.828508035809796761e-11
3.419036204789045996e+01, 6.652338944036414148e+01, 4.094311191570121622e+01, 1.957306730913908627e-04, 1.133517041199999931e-05, 3.400000000000000000e+01, 1.672437697899999910e-05, 4.600000000000000000e+01, 5.025571774000000104e-06, nan, 7.830473735999999416e-06, 4.000000000000000000e+01, 1.101713844499999953e-05, 4.600000000000000000e+01, 2.904354742179592468e-11, 3.981103497265144350e-11, 1.228289879076544754e-11, 1.011443320338889483e-13, 1.368620432245350782e-10, 7.910151489584590771e-11, 3.257257168397446634e-11, 7.867475016431445931e-12, 3.589887117303801681e-11, 1.015483196758605468e-11
3.719440048985580205e+01, 6.780358357370053568e+01, 3.952681403593224019e+01, 1.296535499621052890e-04, 1.139383383500000010e-05, 3.500000000000000000e+01, 1.681937794900000065e-05, 4.700000000000000000e+01, 5.037437800000000154e-06, nan, 8.976325209000000213e-06, 3.400000000000000000e+01, 1.107416056799999989e-05, 4.200000000000000000e+01, 2.943652893296005210e-11, 4.040377055376372139e-11, 5.844347956784407208e-12, 1.021909976344534194e-13, 1.388141136746181340e-10, 6.151347628242151656e-11, 3.300752275494450833e-11, 1.551483402077873370e-11, 3.644202177768957823e-11, 4.400913193470657413e-12
3.162392364464773920e+01, 7.584788537632991279e+01, 4.212598269114875649e+01, 5.291087604126664854e-05, 1.070454368399999939e-05, 3.400000000000000000e+01, 1.406129243300000035e-05, 4.100000000000000000e+01, 4.876982910000000113e-06, nan, 7.373262084999999777e-06, 3.800000000000000000e+01, 1.081980731999999960e-05, 5.300000000000000000e+01, 1.126776216391307215e-11, 3.396046457466347228e-11, 1.109743709183599348e-11, 1.328570578394054428e-14, 8.435154141426848051e-11, 4.472974993576900671e-11, 1.050722573780062786e-11, 6.231409719538679192e-12, 3.531716196809184117e-11, 1.187867405690120403e-11
3.428850746211644918e+01, 6.756531159757703620e+01, 4.170525567088597541e+01, 2.377995293008538429e-04, 1.152028445199999956e-05, 3.500000000000000000e+01, 1.707405911600000091e-05, 4.600000000000000000e+01, 5.066479708000000194e-06, nan, 1.022037759200000047e-05, 3.900000000000000000e+01, 1.514081398400000070e-05, 5.100000000000000000e+01, 3.084441301848832836e-11, 4.165159567367689622e-11, 1.689757844675057151e-12, 1.310823409208414702e-11, 1.441819632394256599e-10, 4.697295043241896992e-11, 3.737436740401698305e-12, 2.656266339869968114e-11, 1.014922111045884387e-10, 2.421069428771798002e-11
