# xi_x xi_y xi_z
90.141953163320778 19.680671582854906 80.691538751070183
90.694749143656011 19.274402621536417 78.616636044604945
88.417061602664916 20.610379379107204 78.811140742215969
89.493183645701308 19.403685961549492 79.947432703730456
88.063720194153490 20.188778596793828 80.523891023834210
90.088422087044663 19.689113828301529 80.097400166268784
60.892294755024210 73.800294122706489 27.373552879277074
60.872275187098964 78.541170060678354 22.125801677047544
61.104040177484350 79.740383699863671 18.459251489187597
64.616346377062484 79.752823576150689 25.281175532186825
58.452529496535718 83.435443532364488 23.640283953291188
61.361416201568737 77.662742419584930 25.708203198359193
61.542480308013921 82.911016665559131 21.595553520819475
58.924390664100834 85.151714350518120 20.629732563169256
59.696007227762529 82.542166369811994 23.218519670909391
61.303524055662010 79.106804817021910 23.827470120701090
57.078517145091041 83.707692915204191 22.735777162596165
58.479075299049320 81.490077870479183 21.969799236819945
57.016507358388480 76.988648110547700 24.551323930379478
59.643182944901589 79.701034223883624 25.409908412492268
57.480340892818745 78.366154874947455 22.139382583503519
60.210976567498122 79.905701768204437 22.358500735942105
59.862199175705399 79.760058107868531 21.390915670291019
58.182092412362373 80.613837236806376 21.007853312242133
57.412074966332362 79.301693297636518 22.647445834048149
65.046187146379864 78.424242279422614 25.109195101537523
61.670763907276388 77.341438258658997 24.729046221276320
57.352762411281773 74.053910111959041 24.355771672552915
56.073709294381494 81.008320109995310 21.470505135308926
63.710868392394453 82.389259651468066 21.986198522554911
58.461948344258808 77.285240396735134 22.014067021375620
59.373106054901825 79.184520443784848 23.350400472725294
61.293613395366762 80.781851134472518 21.291322241551768
56.785000527110064 83.051185969820537 21.458344756314542
58.541427169257247 78.834585268548352 18.878771198589774
58.931217635487712 78.927456994075229 24.387163325502190
50.238945748926142 94.258359969793034 63.399769774466073
86.728940546246477 94.020968935476731 75.076486188635201
69.957506022475130 96.796556660422709 99.440078964767935
45.182168266975964 7.086977818420836 29.279403144051884
15.235470568773046 41.748637479601179 13.128932847325602
60.411780402088198 38.280805915785407 89.538588428821001
96.779467179850187 54.688490166942216 27.482356986759658
59.223041876183679 89.676115822440977 40.673334583574828
55.207827669197087 27.165276760614589 45.544414945002700
40.171353537959867 24.841346508297100 50.586638382530836
31.038082597981141 37.303486388074745 52.497044225426428
75.059502292898756 33.350746579127531 92.415876662076357
86.231854683590242 4.869029597552855 25.364252425682277
44.613551265920194 10.462788874247408 34.847598903349706
74.009752561768252 68.051448114282593 62.238442856600486
71.052840272234562 20.492368695970175 34.169811486473215
67.624248227746293 87.923476303132702 54.367805382809522
28.269965094553662 3.023525800598259 71.033682897421329
0.788410350844038 37.267906982099554 53.053721456278183
92.211146176719311 8.949454503290010 40.594232196828372
2.431319971015777 34.261098434159031 62.223105883979493
27.906794822859837 20.974994965563511 11.570323332709364
57.714024402034184 69.527000590468603 67.195714059582230
94.886102072050733 0.270321389350270 64.719665389403602
60.039223709763959 58.873960997028817 96.277031984024248
1.687167337003970 69.648243070145014 81.367864970186346
50.980719662158414 33.396486959680914 79.084016322740496
9.724292563242464 44.203563772992524 51.995237457083817
69.395641093454756 9.088573203240946 22.775950153786095
41.030156269012565 62.329467302013065 88.696078121741749
61.882616824137649 13.346147093493443 98.058013278728239
87.178573475549285 50.272076114532403 92.234798179663301
54.138079375713573 92.330606788916313 82.989736860334318
96.828641029429733 91.978281077815836 3.603381742856948
17.477200416093996 38.913467710118574 95.214269729542082
30.002891947592957 16.046764388760103 88.630466608655993
44.639441548320292 90.787559435432613 16.023046632014328
66.111751150809951 44.026375282949182 7.648676903028539
69.646314465250057 24.739875553915368 3.961552257951773
5.994429824957326 6.107853706678734 90.773295748503941
73.988391782910099 89.806235721373511 67.258231129652131
52.893992903088318 30.444636434737827 99.796225132867349
36.218905893938938 47.064894921390952 37.824517492346175
97.952692933545862 17.465838539500577 32.798800090807966
68.034866601500156 6.320761833863065 60.724937401154101
47.764650287641608 28.399997676210109 23.841328092405799
51.451274329875673 36.792758053704134 45.651989126265534
33.747738176423994 97.049369359597762 13.343943174560401
9.680395317837419 34.339172879091606 59.102690087049126
65.917647185002821 39.725674716804207 99.927799392217111
35.189299619304258 72.140666795995244 63.758269453079286
81.305386324746067 97.622566345381998 88.979365644554022
76.456197435770861 69.824847781829064 33.549816967589962
14.768557820670736 6.263600305980976 24.190170420148483
43.228148118129859 52.199627362998250 77.308355405487163
95.874092305659303 11.732048038481102 10.700414019379156
58.969472301355076 74.539807394729294 84.815038034698489
93.583208021678857 98.342624226064203 39.980169222452588
38.033518352757312 14.780867669727238 68.493443868355939
65.676195844083708 86.206259585120719 9.725799478764063
